title,subheader,url,headings,metadata,content
Free Keyword Research Tool from Wordtracker,"The Googlekeywordresearch tool is the 'KeywordPlanner'. It's designed for Adwords and not SEO, so competition and other metrics are given only for paid ...",https://www.wordtracker.com/,[],,
Choose the Right Keywords with Our Research Tools,Ourkeywordresearch tool gives you insight into how often certain words are searched and how those searches have changed over time.,https://ads.google.com/home/tools/keyword-planner/,"['Choose the right keywords', 'How Keyword Planner works', '“We’re able to stay on top of keyword trends to refine search campaigns and ensure content remains relevant.”', 'Find the right keywords for your business']",,
Free Keyword Tool,"WordStream's FreeKeywordTool gives you hundreds of relevantkeywordresults, plus additional, actionable information like competition level and estimated CPC, ...",https://www.wordstream.com/keywords,"['FreeKeyword Tool', 'Free Keyword Tool', 'Keyword Form', 'Find New Keywords', 'Research & Prioritize', 'Put Your Keywords to Work', 'Brought to you by WordStream, supported by Google', 'The Free Keyword Tool Reviews', 'Get your free keywords and start optimizing your search campaigns today!', 'The Free Keyword Tool | WordStream', 'Why use WordStream’s Free Keyword Tool for keyword research?', 'How does the Free Keyword Tool work?', 'What are the Free Keyword Tool’s unique features?', 'Keyword Data Sources for The Free Keyword Tool', 'Filtering Free Keyword Results by Industry', 'Location Based and International Keyword Data', 'More about PPC keywords', 'The Free Keyword Tool is fast, accurate and easy to use', 'The Top Alternative to Keyword Planner for\xa0Keyword Searches', 'Your Multi-Purpose Keyword Analysis Tool', 'A Website Keyword Analysis Tool For Any Business', 'Using WordStream for SEO Keyword Research', 'Identifying Related Keywords and Popular Keywords', 'Using WordStream for Keyword Tracking and Keyword Checking', 'Learn more about WordStream']",,
Keyword Tool ⚠️ Google Keyword Planner【Search FREE】,KeywordTool is free onlinekeywordresearch instrument that uses Google Autocomplete to generate hundreds of relevant long-tailkeywordsfor any topic. Google ...,https://keywordtool.io/,"['Find Great Keywords Using Google Autocomplete', 'Keyword Tool Is The Best Alternative To Google Keyword Planner And Other Keyword Research Tools', 'How Does Keyword Tool Work?', 'Why Is Keyword Tool One Of The Best Free Keyword Research Tools?', 'Keyword Tool Helps To Find Keywords That Are Hidden In Google Keyword Planner', 'Keyword Tool For SEO And Content Creation', 'Keyword Tool For International SEO', 'Keyword Tool For Advertising', ""Featured On The World's Leading Publications And Websites"", 'Trusted By', 'Frequently Asked Questions']",,
Use Keyword Planner - Google Ads Help,KeywordPlanner helps you researchkeywordsfor your Search campaigns. You can use this free tool to discover newkeywordsrelated to your business and see ...,https://support.google.com/google-ads/answer/7337243?hl=en,"['Use Keyword Planner', 'Instructions', 'B. Edit your list of keyword ideas', 'C. Add keywords to your plan and see a performance forecast', 'Understand your forecast', 'Organize keywords', 'Need more help?', 'Keywords', 'Benefits', '1. Create a keyword plan', '2. Understand your keyword forecast', '3. Organize keywords into ad groups (English only)', 'Send us feedback', 'Related links', 'Sign in for additional support options to quickly solve your issue']",,
Free Keyword Research Tool: Keyword Explorer,"MozKeywordExplorer: World's most accuratekeywordresearch tool for SEO with over 500 millionkeywords. Fullkeywordanalysis with RankingKeywords, ...",https://moz.com/explorer,"['Meet Keyword Explorer', 'How it works', 'Do better keyword research in less time. Identify which keywords your site could rank for right now and find high-impact suggestions.', 'Perform in-depth keyword and SERP analysis with the industry-leading keyword research tool.', 'Generate relevant Keyword Suggestions', 'Analyze the SERP for a given keyword', 'Create Keyword Lists', 'Preview SERP features for every keyword', 'Explore Keywords by Site', 'Perform organic keyword analysis on your competitors', 'Part of the most trusted SEO analytics platform']",,
Free Keyword Research Tool from Wordtracker,"The Googlekeywordresearch tool is the 'KeywordPlanner'. It's designed for Adwords and not SEO, so competition and other metrics are given only for paid ...",https://www.wordtracker.com/,[],,
How to Do Keyword Research for SEO: A Beginner's Guide,"Jan 7, 2022—Keywordresearch is the process of finding and analyzing search terms that people enter into search engines with the goal of using that data ...",https://blog.hubspot.com/marketing/how-to-do-keyword-research-ht,"[""How to Do Keyword Research for SEO: A Beginner's Guide"", 'What is keyword research?', 'Why is keyword research important?', 'Elements of Keyword Research', 'How to Research Keywords for Your SEO Strategy', 'Complete SEO Starter Pack', 'How to Find and Choose Keywords for Your Website', 'And You’ve Got the Right Keywords for Your Website SEO', ""Don't forget to share this post!"", 'Related Articles', 'Join 600,000+ Fellow MarketersThanks for Subscribing!', 'Popular Features', 'Free Tools', 'Company', 'Customers', 'Partners', 'Marketing Trend Insight', 'Traffic Growth', 'Customer Acquisition', '1. Relevance', '2. Authority', '3. Volume', 'Step 1: Make a list of important, relevant topics based on what you know about your business.', 'Step 2: Fill in those topic buckets with keywords.', '', 'Step 3: Understand How Intent Affects Keyword Research and Analyze Accordingly.', 'Step 4: Research related search terms.', 'Step 5: Use keyword research tools to your advantage.', 'Featured Resource', 'Step 1. Use Google Keyword Planner to cut down your keyword list.', 'Step 2: Prioritize low-hanging fruit.', 'Step 3: Check the monthly search volume (MSV) for keywords you’ve chosen.', 'Step 4: Factor in SERP features as you choose keywords.', 'Step 5: Check for a mix of head terms and long-tail keywords in each bucket.', 'Step 6: See how competitors are ranking for these keywords.', 'Best Keywords for SEO', 'The 12 Best Keyword Research Tools to Find the Right Keywords for SEO', 'Finding the Best Search Terms for Your Business: 10 Tools and Tips', '6 Ways That Nonprofits Can Improve Their Keyword Research', 'How to Figure Out What Keywords Your Potential Customers are Using', 'The Definition of a Long-Tail Keyword [In Under 100 Words]', 'Keyword Research 101: How to Discover New Keywords for Your Business', ""51 Ridiculous Keywords Google Won't Let Me Track Anymore"", 'How to Use Keyword Tools to Brainstorm Blog Topics [Quick Tip]', 'Is 2013 the Year Marketers Lose Keyword Research?', '7 Keyword Research Mistakes That Stifle Your SEO Strategy', '']",,
Cannabidiol (CBD): What we know and what we don't,"Aug 24, 2018—Cannabidiol (CBD) is an active ingredient in cannabis that is derived from the hemp plant, but it does not cause a high and is not addictive ...",https://www.health.harvard.edu/blog/cannabidiol-cbd-what-we-know-and-what-we-dont-2018082414476,"[""Cannabidiol (CBD): What we know and what we don't"", 'Main Content', 'Helpful Links', 'Recent Blog Articles', 'About the Author', 'Disclaimer:', 'Medical Marijuana: Facts about cannabis, THC, and CBD', 'Related Content', 'If you use cannabis, do it safely', 'Can cannabis help relieve pain?', 'Does cannabis actually relieve pain — or is something else going on?', 'Free Healthbeat Signup', 'Footer', 'How is cannabidiol different from marijuana, cannabis and hemp?', 'Is\xa0cannabidiol\xa0legal?', 'The evidence for\xa0cannabidiol\xa0health benefits', 'Is\xa0CBD\xa0safe?', 'How can CBD be taken?', 'The bottom line on\xa0cannabidiol', 'My Account', 'Order Now', 'More']",,
CBD: Safe and effective? - Mayo Clinic,"CBDis a chemical found in marijuana.CBDdoesn't contain tetrahydrocannabinol (THC), the psychoactive ingredient found in marijuana that produces a high. The ...",https://www.mayoclinic.org/healthy-lifestyle/consumer-health/expert-answers/is-cbd-safe-and-effective/faq-20446700,"['Consumer health', 'Appointments at Mayo Clinic', 'What are the benefits of CBD — and is it safe to use?', 'From Mayo Clinic to your inbox', '', 'Products and Services', 'See also', 'Advertisement', 'Other Topics in Patient Care & Health Info', 'Mayo Clinic Footer', 'Thank you for subscribing!', 'Sorry something went wrong with your subscription', 'Mayo Clinic Press', 'Legal Conditions and Terms', 'Reprint Permissions', 'Health information policy']",,
"CANNABIDIOL (CBD) - Uses, Side Effects, and More - WebMD","One specific form ofCBDis approved as a drug in the U.S. for seizures. Over 80 chemicals, known as cannabinoids, have been found in the Cannabis sativa plant.",https://www.webmd.com/vitamins/ai/ingredientmono-1439/cannabidiol-cbd,"['CANNABIDIOL (CBD)- Uses, Side Effects,and More', 'Overview', 'Uses & Effectiveness?', 'Side Effects', 'Special Precautionsand Warnings', 'Interactions?', 'Dosing', 'VITAMINS & SUPPLEMENTS CENTER', 'DRUGS AND MEDICATIONS CENTER', 'FIRST AID RESOURCES', 'RELATED TO VITAMINS & SUPPLEMENTS', 'Likely Effective for', 'Possibly Effective for', 'Moderate Interaction', 'Medications changed by the liver (Cytochrome P450 1A1 (CYP1A1) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 1A2 (CYP1A2) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 1B1 (CYP1B1) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 2A6 (CYP2A6) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 2B6 (CYP2B6) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 2C19 (CYP2C19) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 2C9 (CYP2C9) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 2D6 (CYP2D6) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 3A4 (CYP3A4) substrates) interacts with CANNABIDIOL (CBD)', 'Sedative medications (CNS depressants) interacts with CANNABIDIOL (CBD)', 'Clobazam (Onfi) interacts with CANNABIDIOL (CBD)', 'Eslicarbazepine (Aptiom) interacts with CANNABIDIOL (CBD)', 'Rufinamide (Banzel) interacts with CANNABIDIOL (CBD)', 'Topiramate (Topamax) interacts with CANNABIDIOL (CBD)', 'Valproate interacts with CANNABIDIOL (CBD)', 'Zonisamide interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 2C8 (CYP2C8) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Glucuronidated drugs) interacts with CANNABIDIOL (CBD)', 'Medications that increase the breakdown of other medications by the liver (Cytochrome P450 2C19 (CYP2C19) inducers) interacts with CANNABIDIOL (CBD)', 'Medications that increase breakdown of other medications by the liver (Cytochrome P450 3A4 (CYP3A4) inducers) interacts with CANNABIDIOL (CBD)', 'Medications that decrease the breakdown of other medications by the liver (Cytochrome P450 2C19 (CYP2C19) inhibitors) interacts with CANNABIDIOL (CBD)', 'Medications that decrease the breakdown of other medications in the liver (Cytochrome P450 3A4 (CYP3A4) inhibitors) interacts with CANNABIDIOL (CBD)', 'Brivaracetam (Briviact) interacts with CANNABIDIOL (CBD)', 'Everolimus (Zostress) interacts with CANNABIDIOL (CBD)', 'Tacrolimus (Prograf) interacts with CANNABIDIOL (CBD)', 'Methadone (Dolophine) interacts with CANNABIDIOL (CBD)', 'Carbamazepine (Tegretol) interacts with CANNABIDIOL (CBD)', 'Sirolimus (Rapamune) interacts with CANNABIDIOL (CBD)', 'Stiripentol (Diacomit) interacts with CANNABIDIOL (CBD)', 'Lithium interacts with CANNABIDIOL (CBD)', 'Warfarin interacts with CANNABIDIOL (CBD)', 'Tamoxifen (Nolvadex) interacts with CANNABIDIOL (CBD)', 'Caffeine interacts with CANNABIDIOL (CBD)', 'Citalopram (Celexa) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 2E1 (CYP2E1) substrates) interacts with CANNABIDIOL (CBD)', 'Fluoxetine (Prozac) interacts with CANNABIDIOL (CBD)', 'Today on WebMD', 'Recommended for You', 'Health Solutionsfrom Our Sponsors', 'More from WebMD', 'Policies', 'About', 'WebMD Network', 'Our Apps', 'For Advertisers']",,
6 Benefits and Uses of CBD Oil (Plus Side Effects) - Healthline,"Feb 26, 2018—Cannabidiol oil, orCBDoil, is a popular natural remedy for many ailments which is derived from cannabis.CBDoil benefits include pain ...",https://www.healthline.com/nutrition/cbd-oil-benefits,"['6 Health Benefits of CBD Oil — and a Look at Side Effects', '1. May relieve pain', 'Navigating sciatica pain flare ups', '2. Could reduce symptoms related to some mental health disorders', '3. May alleviate certain cancer-related symptoms', '4. May have neuroprotective properties', '5. May benefit heart health', '6. Other potential benefits', 'Potential side effects of CBD products', 'The bottom line', 'related stories', 'Heads up: Is CBD legal?', 'Just one thing', 'How we reviewed this article:', 'Evidence Based', 'Read this next']",,
What Are the Benefits of CBD? - The New York Times,"Oct 27, 2021—CBDis advertised as providing relief for anxiety, depression and post-traumatic stress disorder. It is also marketed to promote sleep. Part of ...",https://www.nytimes.com/2019/10/16/style/self-care/cbd-oil-benefits.html,"['What Are the Benefits of CBD?', 'What is CBD?', 'What are the claims?', 'Is This A Scam?', 'Understand Post-Traumatic Stress Disorder', 'Does CBD work?', 'Does CBD help anxiety and PTSD?', 'Does CBD help sleep and depression?', 'Is CBD harmful?', 'Is CBD a scam or not?', 'Site Index', 'Site Information Navigation', 'Is ...', 'A Scam?', 'The invasive symptoms of PTSD can affect combat veterans and civilians alike. Early intervention is critical for managing the condition.']",,
"Cannabidiol (CBD) Health Benefits, Types, and Risks","Nov 5, 2022—CBDis a naturally occurring chemical that may provide benefits for anxiety, depression, and pain. It may be more or less potent than advertised ...",https://www.health.com/condition/chronic-pain/what-is-cbd,"['What Are the Health Benefits of CBD—Cannabidiol?', 'What Is CBD?', ""So, CBD Won't Get Me High?"", 'What Are the Health Benefits of CBD?', 'Is CBD Worth Trying for Pain Management?', 'Can CBD Help With Anxiety?', 'Types of CBD', 'What Should I Look for When Shopping for CBD Products?', 'Is CBD Legal?', 'Can You Travel With CBD?', 'The Risks of CBD and Drug Tests', 'The Risk of Use While Pregnant', 'Can I Give It to My Dog?', 'A Quick Review', 'The Label', 'Third-Party Testing', 'The Dosing', 'Claims of Curing Disease', 'Batch Number', 'Additional Ingredients', 'Where You Buy It']",,
9 Science-Backed Health Benefits Of CBD Oil - Forbes,6 days ago—9 Science-Backed Health Benefits OfCBDOil · 1. Offset Anxiety and Depression · 2. Treat Select Epilepsy Syndromes · 3. Reduce PTSD Symptoms · 4.,https://www.forbes.com/health/body/cbd-oil-benefits/,"['9 Science-Backed Health Benefits Of CBD Oil', '1. Offset Anxiety and Depression', '2. Treat Select Epilepsy Syndromes', '3. Reduce PTSD Symptoms', '4. Treat Opioid Addiction', '5. Alleviate ALS Symptoms', '6. Relieve Unmanageable Pain', '7. Ease Diabetic Complications', '8. Protect Against Neurological Disease', '9. Inhibit Arthritis Symptoms', 'More from', 'Level Select Level 2 CBD Oil Drops', 'Cornbread Hemp Full Spectrum CBD Oil', 'Harmony Organic CBD Hemp Oil', 'Sources']",,
Cannabidiol (CBD) - StatPearls - NCBI Bookshelf,"by H Meissner·2022·Cited by 19—CBDis a medication used to manage and treat the seizure disorders Lennox-Gastaut syndrome and Dravet syndrome. This activity describes the indications, ...",https://www.ncbi.nlm.nih.gov/books/NBK556048/,"['Bookshelf', 'Cannabidiol (CBD)', '', 'StatPearls [Internet].', 'Continuing Education Activity', 'Indications', 'Mechanism of Action', 'Administration', 'Adverse Effects', 'Contraindications', 'Monitoring', 'Toxicity', 'Enhancing Healthcare Team Outcomes', 'Review Questions', 'References', 'Views', 'In this Page', 'Bulk Download', 'Related information', 'Similar articles in PubMed', 'Recent Activity']",,
Cannabidiol (CBD): What we know and what we don't,"Aug 24, 2018—Cannabidiol (CBD) is an active ingredient in cannabis that is derived from the hemp plant, but it does not cause a high and is not addictive ...",https://www.health.harvard.edu/blog/cannabidiol-cbd-what-we-know-and-what-we-dont-2018082414476,"[""Cannabidiol (CBD): What we know and what we don't"", 'Main Content', 'Helpful Links', 'Recent Blog Articles', 'About the Author', 'Disclaimer:', 'Medical Marijuana: Facts about cannabis, THC, and CBD', 'Related Content', 'If you use cannabis, do it safely', 'Can cannabis help relieve pain?', 'Does cannabis actually relieve pain — or is something else going on?', 'Free Healthbeat Signup', 'Footer', 'How is cannabidiol different from marijuana, cannabis and hemp?', 'Is\xa0cannabidiol\xa0legal?', 'The evidence for\xa0cannabidiol\xa0health benefits', 'Is\xa0CBD\xa0safe?', 'How can CBD be taken?', 'The bottom line on\xa0cannabidiol', 'My Account', 'Order Now', 'More']",,
CBD: Safe and effective? - Mayo Clinic,"CBDis a chemical found in marijuana.CBDdoesn't contain tetrahydrocannabinol (THC), the psychoactive ingredient found in marijuana that produces a high. The ...",https://www.mayoclinic.org/healthy-lifestyle/consumer-health/expert-answers/is-cbd-safe-and-effective/faq-20446700,"['Consumer health', 'Appointments at Mayo Clinic', 'What are the benefits of CBD — and is it safe to use?', 'From Mayo Clinic to your inbox', '', 'Products and Services', 'See also', 'Advertisement', 'Other Topics in Patient Care & Health Info', 'Mayo Clinic Footer', 'Thank you for subscribing!', 'Sorry something went wrong with your subscription', 'Mayo Clinic Press', 'Legal Conditions and Terms', 'Reprint Permissions', 'Health information policy']",,
"CANNABIDIOL (CBD): Overview, Uses, Side Effects, ...","One specific form ofCBDis approved as a drug in the U.S. for seizures. Over 80 chemicals, known as cannabinoids, have been found in the Cannabis sativa plant.",https://www.webmd.com/vitamins/ai/ingredientmono-1439/cannabidiol-cbd,"['CANNABIDIOL (CBD)- Uses, Side Effects,and More', 'Overview', 'Uses & Effectiveness?', 'Side Effects', 'Special Precautionsand Warnings', 'Interactions?', 'Dosing', 'VITAMINS & SUPPLEMENTS CENTER', 'DRUGS AND MEDICATIONS CENTER', 'FIRST AID RESOURCES', 'RELATED TO VITAMINS & SUPPLEMENTS', 'Likely Effective for', 'Possibly Effective for', 'Moderate Interaction', 'Medications changed by the liver (Cytochrome P450 1A1 (CYP1A1) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 1A2 (CYP1A2) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 1B1 (CYP1B1) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 2A6 (CYP2A6) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 2B6 (CYP2B6) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 2C19 (CYP2C19) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 2C9 (CYP2C9) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 2D6 (CYP2D6) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 3A4 (CYP3A4) substrates) interacts with CANNABIDIOL (CBD)', 'Sedative medications (CNS depressants) interacts with CANNABIDIOL (CBD)', 'Clobazam (Onfi) interacts with CANNABIDIOL (CBD)', 'Eslicarbazepine (Aptiom) interacts with CANNABIDIOL (CBD)', 'Rufinamide (Banzel) interacts with CANNABIDIOL (CBD)', 'Topiramate (Topamax) interacts with CANNABIDIOL (CBD)', 'Valproate interacts with CANNABIDIOL (CBD)', 'Zonisamide interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 2C8 (CYP2C8) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Glucuronidated drugs) interacts with CANNABIDIOL (CBD)', 'Medications that increase the breakdown of other medications by the liver (Cytochrome P450 2C19 (CYP2C19) inducers) interacts with CANNABIDIOL (CBD)', 'Medications that increase breakdown of other medications by the liver (Cytochrome P450 3A4 (CYP3A4) inducers) interacts with CANNABIDIOL (CBD)', 'Medications that decrease the breakdown of other medications by the liver (Cytochrome P450 2C19 (CYP2C19) inhibitors) interacts with CANNABIDIOL (CBD)', 'Medications that decrease the breakdown of other medications in the liver (Cytochrome P450 3A4 (CYP3A4) inhibitors) interacts with CANNABIDIOL (CBD)', 'Brivaracetam (Briviact) interacts with CANNABIDIOL (CBD)', 'Everolimus (Zostress) interacts with CANNABIDIOL (CBD)', 'Tacrolimus (Prograf) interacts with CANNABIDIOL (CBD)', 'Methadone (Dolophine) interacts with CANNABIDIOL (CBD)', 'Carbamazepine (Tegretol) interacts with CANNABIDIOL (CBD)', 'Sirolimus (Rapamune) interacts with CANNABIDIOL (CBD)', 'Stiripentol (Diacomit) interacts with CANNABIDIOL (CBD)', 'Lithium interacts with CANNABIDIOL (CBD)', 'Warfarin interacts with CANNABIDIOL (CBD)', 'Tamoxifen (Nolvadex) interacts with CANNABIDIOL (CBD)', 'Caffeine interacts with CANNABIDIOL (CBD)', 'Citalopram (Celexa) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 2E1 (CYP2E1) substrates) interacts with CANNABIDIOL (CBD)', 'Fluoxetine (Prozac) interacts with CANNABIDIOL (CBD)', 'Today on WebMD', 'Recommended for You', 'Health Solutionsfrom Our Sponsors', 'More from WebMD', 'Policies', 'About', 'WebMD Network', 'Our Apps', 'For Advertisers']",,
6 Benefits and Uses of CBD Oil (Plus Side Effects),"Feb 26, 2018—Cannabidiol oil, orCBDoil, is a popular natural remedy for many ailments which is derived from cannabis.CBDoil benefits include pain ...",https://www.healthline.com/nutrition/cbd-oil-benefits,"['6 Health Benefits of CBD Oil — and a Look at Side Effects', '1. May relieve pain', 'Navigating sciatica pain flare ups', '2. Could reduce symptoms related to some mental health disorders', '3. May alleviate certain cancer-related symptoms', '4. May have neuroprotective properties', '5. May benefit heart health', '6. Other potential benefits', 'Potential side effects of CBD products', 'The bottom line', 'related stories', 'Heads up: Is CBD legal?', 'Just one thing', 'How we reviewed this article:', 'Evidence Based', 'Read this next']",,
What Are the Benefits of CBD?,"Oct 27, 2021—CBDis advertised as providing relief for anxiety, depression and post-traumatic stress disorder. It is also marketed to promote sleep. Part of ...",https://www.nytimes.com/2019/10/16/style/self-care/cbd-oil-benefits.html,"['What Are the Benefits of CBD?', 'What is CBD?', 'What are the claims?', 'Is This A Scam?', 'Understand Post-Traumatic Stress Disorder', 'Does CBD work?', 'Does CBD help anxiety and PTSD?', 'Does CBD help sleep and depression?', 'Is CBD harmful?', 'Is CBD a scam or not?', 'Site Index', 'Site Information Navigation', 'Is ...', 'A Scam?', 'The invasive symptoms of PTSD can affect combat veterans and civilians alike. Early intervention is critical for managing the condition.']",,
"Cannabidiol (CBD) Health Benefits, Types, and Risks","Nov 5, 2022—CBDis a naturally occurring chemical that may provide benefits for anxiety, depression, and pain. It may be more or less potent than advertised ...",https://www.health.com/condition/chronic-pain/what-is-cbd,"['What Are the Health Benefits of CBD—Cannabidiol?', 'What Is CBD?', ""So, CBD Won't Get Me High?"", 'What Are the Health Benefits of CBD?', 'Is CBD Worth Trying for Pain Management?', 'Can CBD Help With Anxiety?', 'Types of CBD', 'What Should I Look for When Shopping for CBD Products?', 'Is CBD Legal?', 'Can You Travel With CBD?', 'The Risks of CBD and Drug Tests', 'The Risk of Use While Pregnant', 'Can I Give It to My Dog?', 'A Quick Review', 'The Label', 'Third-Party Testing', 'The Dosing', 'Claims of Curing Disease', 'Batch Number', 'Additional Ingredients', 'Where You Buy It']",,
9 Science-Backed Health Benefits Of CBD Oil,6 days ago—9 Science-Backed Health Benefits OfCBDOil · 1. Offset Anxiety and Depression · 2. Treat Select Epilepsy Syndromes · 3. Reduce PTSD Symptoms · 4.,https://www.forbes.com/health/body/cbd-oil-benefits/,"['9 Science-Backed Health Benefits Of CBD Oil', '1. Offset Anxiety and Depression', '2. Treat Select Epilepsy Syndromes', '3. Reduce PTSD Symptoms', '4. Treat Opioid Addiction', '5. Alleviate ALS Symptoms', '6. Relieve Unmanageable Pain', '7. Ease Diabetic Complications', '8. Protect Against Neurological Disease', '9. Inhibit Arthritis Symptoms', 'More from', 'Level Select Level 2 CBD Oil Drops', 'Cornbread Hemp Full Spectrum CBD Oil', 'Harmony Organic CBD Hemp Oil', 'Sources']",,
Cannabidiol (CBD) - StatPearls,"by H Meissner·2022·Cited by 19—CBDis a medication used to manage and treat the seizure disorders Lennox-Gastaut syndrome and Dravet syndrome. This activity describes the indications, ...",https://www.ncbi.nlm.nih.gov/books/NBK556048/,"['Bookshelf', 'Cannabidiol (CBD)', '', 'StatPearls [Internet].', 'Continuing Education Activity', 'Indications', 'Mechanism of Action', 'Administration', 'Adverse Effects', 'Contraindications', 'Monitoring', 'Toxicity', 'Enhancing Healthcare Team Outcomes', 'Review Questions', 'References', 'Views', 'In this Page', 'Bulk Download', 'Related information', 'Similar articles in PubMed', 'Recent Activity']",,
Cannabidiol (CBD): What we know and what we don't,"Aug 24, 2018—Cannabidiol (CBD) is an active ingredient in cannabis that is derived from the hemp plant, but it does not cause a high and is not addictive ...",https://www.health.harvard.edu/blog/cannabidiol-cbd-what-we-know-and-what-we-dont-2018082414476,"[""Cannabidiol (CBD): What we know and what we don't"", 'Main Content', 'Helpful Links', 'Recent Blog Articles', 'About the Author', 'Disclaimer:', 'Medical Marijuana: Facts about cannabis, THC, and CBD', 'Related Content', 'If you use cannabis, do it safely', 'Can cannabis help relieve pain?', 'Does cannabis actually relieve pain — or is something else going on?', 'Free Healthbeat Signup', 'Footer', 'How is cannabidiol different from marijuana, cannabis and hemp?', 'Is\xa0cannabidiol\xa0legal?', 'The evidence for\xa0cannabidiol\xa0health benefits', 'Is\xa0CBD\xa0safe?', 'How can CBD be taken?', 'The bottom line on\xa0cannabidiol', 'My Account', 'Order Now', 'More']",,
CBD: Safe and effective? - Mayo Clinic,"CBDis a chemical found in marijuana.CBDdoesn't contain tetrahydrocannabinol (THC), the psychoactive ingredient found in marijuana that produces a high. The ...",https://www.mayoclinic.org/healthy-lifestyle/consumer-health/expert-answers/is-cbd-safe-and-effective/faq-20446700,"['Consumer health', 'Appointments at Mayo Clinic', 'What are the benefits of CBD — and is it safe to use?', 'From Mayo Clinic to your inbox', '', 'Products and Services', 'See also', 'Advertisement', 'Other Topics in Patient Care & Health Info', 'Mayo Clinic Footer', 'Thank you for subscribing!', 'Sorry something went wrong with your subscription', 'Mayo Clinic Press', 'Legal Conditions and Terms', 'Reprint Permissions', 'Health information policy']",,
